project_key,project_url,project_type,languages,complexoty,bugs,code_smell,ncloc,violations
MeltanoLabs_tap-github,https://github.com/MeltanoLabs/tap-github,github,json|py|yaml|,308,0,19,3010,19
MeltanoLabs_meltano-map-transform,https://github.com/MeltanoLabs/meltano-map-transform,github,py|yaml|,9,0,0,94,0
Metabob-Axel-Py_composer,https://github.com/Metabob-Axel-Py/composer,github,css|json|py|web|yaml|,5871,7,481,34028,488
MetaDonji_ProjectileCalculator-Python,https://github.com/MetaDonji/ProjectileCalculator-Python,github,py|,8,0,7,38,7
Metatavu_seligson-taskusalkku-backend,https://github.com/Metatavu/seligson-taskusalkku-backend,github,json|py|,1176,0,194,9094,194
metricas-uniandes_lightnovel-crawler,https://github.com/metricas-uniandes/lightnovel-crawler,github,css|js|json|py|web|yaml|,4059,8,552,25923,565
metricas-uniandes_appcuentasclaras,https://github.com/metricas-uniandes/appcuentasclaras,github,py|web|,250,17,202,5459,219
meysam81_timeframe,https://github.com/meysam81/timeframe,github,py|,200,48,29,1124,77
mezgoodle_CafeMez,https://github.com/mezgoodle/CafeMez,github,py|,418,1,30,3468,31
mfmedinaz_Backend-Agiles,https://github.com/mfmedinaz/Backend-Agiles,github,py|xml|,42,0,17,1194,17
michalgagat_easylist,https://github.com/michalgagat/easylist,github,py|,111,1,23,309,24
microsoft_vscode-python,https://github.com/microsoft/vscode-python,github,json|py|ts|,7478,12,376,39543,388
microsoft_PTVS,https://github.com/microsoft/PTVS,github,css|js|json|py|web|xml|yaml|,6978,321,1711,80064,2045
mikebrowntsbod_COVID,https://github.com/mikebrowntsbod/COVID,github,py|,59,0,369,2089,369
dataguy2020_MonkeyPox,https://github.com/dataguy2020/MonkeyPox,github,py|,0,0,0,37,0
mikespub-org_sclorg-django-ex,https://github.com/mikespub-org/sclorg-django-ex,github,json|py|yaml|,17,0,2,618,2
MilenaCastilloC_Viajero_app,https://github.com/MilenaCastilloC/Viajero_app,github,py|web|,131,15,58,4729,73
MilenaCastilloC_ionic_demo,https://github.com/MilenaCastilloC/ionic_demo,github,py|,24,0,1,201,1
ministryofjustice_github-collaborators,https://github.com/ministryofjustice/github-collaborators,github,json|py|ruby|terraform|yaml|,291,0,1,10512,1
ministryofjustice_cla_backend,https://github.com/ministryofjustice/cla_backend,github,css|js|json|py|web|xml|yaml|,3682,18,433,34286,451
ministryofjustice_acronyms,https://github.com/ministryofjustice/acronyms,github,css|js|py|yaml|,592,24,306,7860,330
ministryofjustice_operations-engineering,https://github.com/ministryofjustice/operations-engineering,github,css|js|py|web|yaml|,213,0,7,2727,7
ministryofjustice_laa-court-data-api,https://github.com/ministryofjustice/laa-court-data-api,github,json|py|yaml|,171,0,0,3047,0
ministryofjustice_laa-legal-adviser-api,https://github.com/ministryofjustice/laa-legal-adviser-api,github,json|py|web|yaml|,215,0,7,3000,9
ginettrosales_TutorialCancionesTags,https://github.com/ginettrosales/TutorialCancionesTags,github,py|web|xml|,211,0,27,6374,27
mitre_caldera,https://github.com/mitre/caldera,github,py|,2360,0,51,9575,52
mjpieters_aiolimiter,https://github.com/mjpieters/aiolimiter,github,py|,48,0,1,428,1
mlcommons_mobile_app_open,https://github.com/mlcommons/mobile_app_open,github,c|cpp|java|json|kotlin|objc|py|swift|ts|web|xml|yaml|,772,4,473,12792,477
mnurs_belajar-git,https://github.com/mnurs/belajar-git,github,css|go|js|json|kotlin|php|py|web|yaml|,3809,110,1864,21874,1974
mobal_personal-backend-service,https://github.com/mobal/personal-backend-service,github,py|,64,0,0,559,0
mobilityhouse_resin-release-tool,https://github.com/mobilityhouse/resin-release-tool,github,py|yaml|,84,0,2,416,2
MobSF_Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF,github,js|json|py|yaml|,2502,0,667,17744,667
MohamedOsamaKhaled_YoutubeDownloaderPython,https://github.com/MohamedOsamaKhaled/YoutubeDownloaderPython,github,py|,1,0,2,18,2
molgenis_capice,https://github.com/molgenis/capice,github,json|py|,735,0,3,4736,3
MonAPI-xyz_MonAPI,https://github.com/MonAPI-xyz/MonAPI,github,py|,144,0,2,1377,2
monarch-initiative_embiggen,https://github.com/monarch-initiative/embiggen,github,py|,2347,3,148,20737,151
MonsalvoGeoffrey_r-Place-to-StableDiffusion,https://github.com/MonsalvoGeoffrey/r-Place-to-StableDiffusion,github,py|,14,0,0,73,0
morrigan-dev_python-examples,https://github.com/morrigan-dev/python-examples,github,py|,353,8,87,2424,99
mpbron_instancelib,https://github.com/mpbron/instancelib,github,py|,1022,0,35,5446,35
MPMG-DCC-UFMG_F05-Mobile-backend,https://github.com/MPMG-DCC-UFMG/F05-Mobile-backend,github,py|yaml|,412,0,35,2613,35
mrbeam_MrBeamPlugin,https://github.com/mrbeam/MrBeamPlugin,github,css|js|json|py|web|yaml|,10767,214,3978,58787,4193
MRC-CSO-SPHSU_mortality_module,https://github.com/MRC-CSO-SPHSU/mortality_module,github,py|,35,0,6,165,6
mrjonstrong_upgraded-disco,https://github.com/mrjonstrong/upgraded-disco,github,py|,1,0,0,6,0
mrk-andreev_ml-system-design-22,https://github.com/mrk-andreev/ml-system-design-22,github,py|xml|yaml|,246,0,9,68048,9
MSK61_processorsim,https://github.com/MSK61/processorsim,github,py|yaml|,444,0,1,2553,1
MTES-MCT_apilos,https://github.com/MTES-MCT/apilos,github,css|js|json|py|web|yaml|,1953,13,346,40594,359
MTES-MCT_carbure,https://github.com/MTES-MCT/carbure,github,css|js|json|py|ts|web|yaml|,6682,390,726,56326,1116
MTES-MCT_trackdechets,https://github.com/MTES-MCT/trackdechets,github,css|js|json|py|terraform|ts|web|yaml|,12717,22,239,161806,261
MTES-MCT_envergo,https://github.com/MTES-MCT/envergo,github,css|js|json|py|web|yaml|,810,12,118,11851,131
MTES-MCT_sparte,https://github.com/MTES-MCT/sparte,github,css|js|json|py|web|yaml|,2251,151,227,70522,378
MTES-MCT_monitorfish,https://github.com/MTES-MCT/monitorfish,github,css|js|json|kotlin|py|ts|web|xml|yaml|,7666,0,312,69417,312
MTES-MCT_aides-territoires,https://github.com/MTES-MCT/aides-territoires,github,css|js|json|py|web|,3788,95,354,53261,449
MTES-MCT_partaj,https://github.com/MTES-MCT/partaj,github,css|js|json|py|ts|web|yaml|,3138,4,353,42995,357
MTES-MCT_mobilic-api,https://github.com/MTES-MCT/mobilic-api,github,py|web|yaml|,2700,71,162,29072,233
muety_wakapi,https://github.com/muety/wakapi,github,go|js|json|py|web|yaml|,2101,0,98,13250,98
multicloud-ops_operator-csv-libs,https://github.com/multicloud-ops/operator-csv-libs,github,json|py|yaml|,421,0,96,3341,96
Murayu0225_covid19,https://github.com/Murayu0225/covid19,github,css|js|json|py|ruby|ts|web|yaml|,1994,5,88,17332,93
muttistefano_ros2_sonarcloud,https://github.com/muttistefano/ros2_sonarcloud,github,c|cpp|css|json|php|py|web|xml|yaml|,84883,198,33148,1864018,33355
mxab_jupyterhub-nomad-spawner,https://github.com/mxab/jupyterhub-nomad-spawner,github,py|terraform|web|,125,0,24,2621,24
NanaKrish_Vertical-Search-Engine,https://github.com/NanaKrish/Vertical-Search-Engine,github,py|,390,0,0,1888,0
NatLibFi_Annif,https://github.com/NatLibFi/Annif,github,css|py|web|yaml|,1235,0,80,8504,80
nautoguide_locaria,https://github.com/nautoguide/locaria,github,css|js|json|py|web|yaml|,3802,31,901,27656,932
NebraLtd_hm-pktfwd,https://github.com/NebraLtd/hm-pktfwd,github,json|py|yaml|,31,0,2,351,2
NeilJustice_ZenUnitAndMetalMock,https://github.com/NeilJustice/ZenUnitAndMetalMock,github,json|py|yaml|,92,0,0,729,0
NeilJustice_Cloudundancy,https://github.com/NeilJustice/Cloudundancy,github,py|yaml|,94,0,0,733,0
NeilJustice_FileArb,https://github.com/NeilJustice/FileArb,github,py|yaml|,94,0,0,725,0
NeilJustice_FileRevisor,https://github.com/NeilJustice/FileRevisor,github,py|yaml|,94,0,0,734,0
nemkin_quantum,https://github.com/nemkin/quantum-walk,github,py|,186,7,53,998,60
neuroinformatics-unit_datashuttle,https://github.com/neuroinformatics-unit/datashuttle,github,py|,141,0,10,776,10
vector-im_element-x-ios,https://github.com/vector-im/element-x-ios,github,json|py|ruby|swift|yaml|,2336,0,123,19753,123
Nextflow4Metabolomics_nextflow4ms-dial,https://github.com/Nextflow4Metabolomics/nextflow4ms-dial,github,py|web|yaml|,14,12,13,1253,25
NFS86_Clang-compiller,https://github.com/NFS86/Clang-compiller,github,py|,220,0,10,1325,10
uec-dos-rd,https://github.com/nhsd-exeter/dos-road-distance,github,json|py|yaml|,168,0,0,2117,0
uec-dos-tasks,https://github.com/nhsd-exeter/dos-tasks,github,plsql|py|,234,0,26,1790,26
uec-dos-int,https://github.com/nhsd-exeter/dos-integration,github,json|py|terraform|web|yaml|,888,0,0,11355,0
Nikas-Project_Server,https://github.com/Nikas-Project/Server,github,css|js|json|py|web|xml|yaml|,1128,4,311,7423,315
nitin4613_Webapplications,https://github.com/nitin4613/Webapplications,github,py|web|,44,8,5,224,13
nitrictech_python-sdk,https://github.com/nitrictech/python-sdk,github,py|,343,0,23,1672,23
nnegi79_Sample-Python-App,https://github.com/nnegi79/Sample-Python-App,github,py|,4,0,0,24,0
NOC-DigitalTwin_Data-Platform,https://github.com/NOC-DigitalTwin/Data-Platform,github,json|py|yaml|,270,15,361,2560,376
notional-labs_craft,https://github.com/notional-labs/craft,github,css|go|js|json|py|ts|web|xml|yaml|,5547,18,859,44625,878
nrz_ylikuutio,https://github.com/nrz/ylikuutio,github,cpp|py|,7117,0,4430,50202,4430
ntadej_Vremenar-Utils,https://github.com/ntadej/Vremenar-Utils,github,json|py|,303,0,0,1636,0
ntadej_Vremenar-API,https://github.com/ntadej/Vremenar-API,github,py|,251,0,0,1750,0
ntop_nDPI,https://github.com/ntop/nDPI,github,php|py|ruby|yaml|,73,0,778,600,778
nuvla_documentation,https://github.com/nuvla/documentation,github,css|js|json|py|ts|web|yaml|,82,22,75,23279,97
o-ran-sc_com-pylog,https://github.com/o-ran-sc/com-pylog,github,py|xml|,73,0,9,641,9
o-ran-sc_smo-ves,https://github.com/o-ran-sc/smo-ves,github,json|py|xml|yaml|,425,25,326,5297,351
oarepo_oarepo-model-builder,https://github.com/oarepo/oarepo-model-builder,github,json|py|,1072,4,134,7216,138
oarepo_oarepo-generated-ui,https://github.com/oarepo/oarepo-generated-ui,github,css|js|json|py|web|,67,4,0,601,4
OliverDrechsler_front_door_intercom_automation,https://github.com/OliverDrechsler/front_door_intercom_automation,github,json|py|yaml|,129,0,7,1569,7
OliverDrechsler_MADwaS,https://github.com/OliverDrechsler/MADwaS,github,py|yaml|,31,0,0,267,0
oe-alliance_enigma2-plugins,https://github.com/oe-alliance/enigma2-plugins,github,css|js|json|py|web|xml|,38086,182,13030,173717,13212
oe-alliance_OpenWebif,https://github.com/oe-alliance/OpenWebif,github,css|js|json|py|ts|web|xml|,8204,2,149,50398,151
oe-alliance_oe-alliance-plugins,https://github.com/oe-alliance/oe-alliance-plugins,github,json|py|web|xml|,16355,1,6278,77327,6279
OffSecToolbox_port-scanner,https://github.com/OffSecToolbox/port-scanner,github,py|,55,0,0,223,0
OHoussein_android-crypto-app,https://github.com/OHoussein/android-crypto-app,github,json|kotlin|py|xml|yaml|,218,0,29,4721,30
okorach_sonar-tools,https://github.com/okorach/sonar-tools,github,py|,2716,1,150,10281,151
okorach_excel-tools,https://github.com/okorach/excel-tools,github,py|,4,0,0,40,0
oldbonez_telerik-devops-2022,https://github.com/oldbonez/telerik-devops-2022,github,py|,6,0,3,21,3
olibos_HomeAssistant-RecycleApp,https://github.com/olibos/HomeAssistant-RecycleApp,github,json|py|,50,0,0,299,0
omics-datascience_modulector,https://github.com/omics-datascience/modulector,github,json|py|web|yaml|,179,33,141,2675,174
omni-us_jsonargparse,https://github.com/omni-us/jsonargparse,github,py|,1871,0,40,5703,40
one-day-intern_one-day-intern-backend,https://github.com/one-day-intern/one-day-intern-backend,github,css|js|py|,1856,9,467,17079,476
onecommons_unfurl,https://github.com/onecommons/unfurl,github,json|py|yaml|,5153,1,1136,18205,1137
ov-integrations_sms-notification,https://github.com/ov-integrations/sms-notification,github,json|py|xml|,43,0,13,480,13
Onlineberatung_onlineBeratung-userService,https://github.com/Onlineberatung/onlineBeratung-userService,github,java|json|py|xml|,3128,3,142,28134,146
open-cluster-management_multiclusterhub-operator,https://github.com/open-cluster-management/multiclusterhub-operator,github,go|json|py|yaml|,1527,0,204,14976,204
open-cluster-management_search-v2-api,https://github.com/stolostron/search-v2-api,github,go|json|py|yaml|,459,1,7,2645,8
open-metadata-airflow-apis,https://github.com/open-metadata/OpenMetadata,github,py|,172,0,1,1701,1
open-metadata-ingestion,https://github.com/open-metadata/OpenMetadata,github,json|plsql|py|yaml|,4136,1,241,31925,242
openatv_SpecialJump,https://github.com/openatv/SpecialJump,github,py|xml|,697,3,478,2843,481
openatv_MetrixHD,https://github.com/openatv/MetrixHD,github,py|xml|,2140,13,613,23315,627
openatv_enigma2,https://github.com/openatv/enigma2,github,c|cpp|php|py|xml|,51570,78,13585,240496,13663
openatv_WeatherInfo,https://github.com/openatv/WeatherInfo,github,py|,237,1,53,1042,54
OpenBankProject_API-Manager,https://github.com/OpenBankProject/API-Manager,github,css|js|json|py|web|,657,13,230,11309,246
openearth_sealevel,https://github.com/openearth/sealevel,github,css|json|py|web|yaml|,51,0,15,678,15
openfoodfacts_openfoodfacts-server,https://github.com/openfoodfacts/openfoodfacts-server,github,css|js|json|py|web|xml|yaml|,755,1,259,10810,260
openfoodfacts_openfoodfacts-python,https://github.com/openfoodfacts/openfoodfacts-python,github,py|yaml|,104,0,14,732,14
OpenImageIO_oiio,https://github.com/OpenImageIO/oiio,github,c|cpp|php|py|web|,24130,1,12613,122249,12614
openimis_openimis-be-calculation_py,https://github.com/openimis/openimis-be-calculation_py,github,py|,150,0,14,964,14
openimis_openimis-be-insuree_py,https://github.com/openimis/openimis-be-insuree_py,github,py|,313,0,27,5859,27
openimis_openimis-be-calcrule_contribution_legacy_py,https://github.com/openimis/openimis-be-calcrule_contribution_legacy_py,github,py|,94,0,8,474,8
openimis_database-data-migration_py,https://github.com/openimis/database-data-migration_py,github,py|,41,0,6,207,6
openimis_openimis-be-dhis2_etl_py,https://github.com/openimis/openimis-be-dhis2_etl_py,github,json|py|,442,3,299,2675,302
openimis_openimis-be-claim_py,https://github.com/openimis/openimis-be-claim_py,github,py|,649,0,60,8664,60
openimis_openimis-be-core_py,https://github.com/openimis/openimis-be-core_py,github,py|,1212,0,90,6380,90
openimis_openimis-be-contribution_plan_py,https://github.com/openimis/openimis-be-contribution_plan_py,github,py|,296,3,52,3369,55
openimis_openimis-be-claim_batch_py,https://github.com/openimis/openimis-be-claim_batch_py,github,py|,124,0,18,13637,18
openimis_openimis-be-calcrule_third_party_payment_py,https://github.com/openimis/openimis-be-calcrule_third_party_payment_py,github,py|,110,0,19,1303,19
openimis_openimis-be-contribution_py,https://github.com/openimis/openimis-be-contribution_py,github,py|,91,0,22,636,22
openimis_openimis-be-calcrule_commission_py,https://github.com/openimis/openimis-be-calcrule_commission_py,github,py|,79,0,8,427,8
openimis_openimis-be-contract_py,https://github.com/openimis/openimis-be-contract_py,github,py|,482,2,71,4248,73
openimis_openimis-be-location_py,https://github.com/openimis/openimis-be-location_py,github,py|yaml|,173,0,16,1516,16
openimis_openimis-be-api_fhir_r4_py,https://github.com/openimis/openimis-be-api_fhir_r4_py,github,json|py|,3186,10,180,19441,190
openimis_openimis-be-calcrule_capitation_payment_py,https://github.com/openimis/openimis-be-calcrule_capitation_payment_py,github,py|yaml|,155,0,44,2417,44
OpenNMS_opennms,https://github.com/OpenNMS/opennms,github,css|java|js|json|jsp|plsql|py|ts|web|xml|yaml|,146767,2931,81992,835111,85371
OpenSTEF_openstef,https://github.com/OpenSTEF/openstef,github,json|py|web|,731,1,32,5696,33
optapy_optapy,https://github.com/optapy/optapy,github,java|py|xml|,7194,48,1692,37295,1740
oracle_weblogic-deploy-tooling,https://github.com/oracle/weblogic-deploy-tooling,github,java|json|py|web|xml|yaml|,6929,0,265,33609,265
OrionH_Tag-Bot,https://github.com/OrionH/Tag-Bot,github,py|,23,0,3,203,3
OSSSP_Amaterasu,https://github.com/OSSSP/Amaterasu,github,py|yaml|,619,4,381,3847,385
OSSSP_SonaAIv1,https://github.com/OSSSP/SonaAIv1,github,json|py|,34,2,3,148,5
OStatsAA_ostatslib,https://github.com/OStatsAA/ostatslib,github,py|,156,0,0,707,0
ovh_cds,https://github.com/ovh/cds,github,css|go|js|json|plsql|py|ts|web|yaml|,35559,14,810,203191,824
owncloud_client,https://github.com/owncloud/client,github,c|cpp|json|objc|py|yaml|,11960,18,2479,64761,2497
youml-manager,https://github.com/pablobascunana/youml-manager,github,py|,80,0,0,673,0
PabloLec_RecoverPy,https://github.com/PabloLec/RecoverPy,github,py|yaml|,231,0,37,1623,37
pablotoledo_GithubUtilsAPI,https://github.com/pablotoledo/GithubUtilsAPI,github,py|,71,0,33,437,33
parkchanjong_algorithm-python,https://github.com/parkchanjong/algorithm-python,github,py|,41,0,1,133,1
Patrowl_PatrowlEngines,https://github.com/Patrowl/PatrowlEngines,github,json|py|yaml|,2835,1,308,15901,348
paulchen_kotlin-rocket-bot,https://github.com/paulchen/kotlin-rocket-bot,github,json|kotlin|py|yaml|,350,0,3,1979,3
pdaambrosio_codewars_python,https://github.com/pdaambrosio/codewars_python,github,py|,59,0,0,142,0
pdaambrosio_edabit_python,https://github.com/pdaambrosio/edabit_python,github,py|,17,0,0,50,0
pdemeulenaer_databricks-poc-template,https://github.com/pdemeulenaer/databricks-poc-template,github,py|yaml|,98,4,130,1064,134
pdreker_fritz_exporter,https://github.com/pdreker/fritz_exporter,github,py|yaml|,158,0,1,1366,1
Pelleplutt_tibber-exporter,https://github.com/Pelleplutt/tibber-exporter,github,py|,72,0,1,336,1
PerfectFit-project_niceday_client,https://github.com/PerfectFit-project/niceday_client,github,py|,26,0,2,195,2
PerfectFit-project_rasa-bot,https://github.com/PerfectFit-project/virtual-coach-rasa,github,json|py|xml|yaml|,233,1,19,1405,20
peter-horvath-sonarsource_test-vuln,https://github.com/peter-horvath-sonarsource/test-vuln,github,js|py|,26,2,8,148,48
peterdeames_dronedemo,https://github.com/peterdeames/dronedemo,github,py|,29,0,1,214,1
peterdeames_sonarqube-client,https://github.com/peterdeames/sonarqube-client,github,py|,0,0,0,20,0
petereon_beaupy,https://github.com/petereon/beaupy,github,py|yaml|,85,0,7,564,7
petereon_meerqtt,https://github.com/petereon/meerqtt,github,py|,11,0,2,100,2
petermcd_Django-uwsgi-Nginx,https://github.com/petermcd/Django-uwsgi-Nginx,github,py|web|yaml|,4,0,0,148,0
PhamMinhHiepIT2_ProactiveAutoscaling,https://github.com/PhamMinhHiepIT2/ProactiveAutoscaling,github,json|py|yaml|,124,1,17,1123,19
PhoenixRedflash_robotframework,https://github.com/PhoenixRedflash/robotframework,github,css|js|json|py|web|xml|yaml|,14428,81,1295,86531,1376
iiabdulrazak_binance_trade_project,https://github.com/iiabdulrazak/binance_trade_project,github,plsql|py|yaml|,19,0,11,209,11
iiabdulrazak_sakani_analysis,https://github.com/iiabdulrazak/sakani_analysis,github,py|,6,0,0,79,0
plgd-dev_cloud,https://github.com/plgd-dev/hub,github,css|go|js|json|py|web|yaml|,9210,0,71,53694,71
plgd-dev_client-application,https://github.com/plgd-dev/client-application,github,css|go|js|json|py|ts|web|yaml|,1376,0,8,8733,8
pmanlukas_gcp-e2e-cicd,https://github.com/pmanlukas/gcp-e2e-cicd,github,py|yaml|,4,0,0,161,0
poblaciones_poblaciones,https://github.com/poblaciones/poblaciones,github,css|js|json|php|py|web|xml|,14908,822,13034,112517,13858
podaac_l2ss-py,https://github.com/podaac/l2ss-py,github,json|py|,253,0,7,952,7
powsybl_pypowsybl,https://github.com/powsybl/pypowsybl,github,py|xml|,522,0,3,1862,3
premkumar6_snake-game-algorithm,https://github.com/premkumar6/snake-game-algorithm,github,py|,436,2,119,1525,121
premkumar6_Snake-Game-Orginal,https://github.com/premkumar6/Snake-Game-Orginal,github,py|,243,0,18,830,18
premkumar6_Snake-Game-Refactored,https://github.com/premkumar6/Snake-Game-Refactored,github,py|,193,2,101,695,103
Prestonjf_website-pf,https://github.com/Prestonjf/website-pf,github,css|js|json|py|yaml|,273,4,29,1738,33
Project-MONAI_monai-deploy-app-sdk,https://github.com/Project-MONAI/monai-deploy-app-sdk,github,css|json|py|web|yaml|,1746,0,96,10574,96
ProjectCentreLimited_TOMs,https://github.com/ProjectCentreLimited/TOMs,github,css|json|py|web|xml|yaml|,1057,9,1242,13682,1251
ps-lizarazo_CouchPotatoServer,https://github.com/ps-lizarazo/CouchPotatoServer,github,css|js|json|py|ruby|web|,27512,77,5257,123225,5351
psaicharan000_electionguard-api-python,https://github.com/psaicharan000/electionguard-api-python,github,js|json|py|xml|yaml|,404,0,45,4789,45
punk-security_dnsReaper,https://github.com/punk-security/dnsReaper,github,py|yaml|,513,0,98,2579,98
pursuitsoftware_SonarQube_Integration,https://github.com/pursuitsoftware/SonarQube_Integration,github,py|web|yaml|,7,3,6,60,9
puskartrital_sonarcloud-exp,https://github.com/puskartrital/sonarcloud-exp,github,css|go|js|json|php|py|web|xml|yaml|,61,0,0,5700,0
puzirev_minio,https://github.com/puzirev/minio,github,go|js|json|py|yaml|,39155,0,1712,204333,1714
pymzml_pymzML,https://github.com/pymzml/pymzML,github,json|py|yaml|,1105,6,335,6609,341
PyThaiNLP_pythainlp,https://github.com/PyThaiNLP/pythainlp,github,css|json|py|yaml|,1738,0,157,13872,157
python-odin_odin,https://github.com/python-odin/odin,github,py|,1254,0,23,4957,23
poetry-core,https://github.com/python-poetry/poetry-core,github,json|py|xml|,2518,5,163,15872,168
python-poetry_poetry-export-plugin,https://github.com/python-poetry/poetry-plugin-export,github,py|,239,0,13,3495,13
qase-tms_qase-python,https://github.com/qase-tms/qase-python,github,py|,5305,519,605,36661,1124
QualiSystems_cloudshell-cp-vcenter,https://github.com/QualiSystems/cloudshell-cp-vcenter,github,json|py|,954,21,50,6778,71
QualiSystems_VMware-vCenter-Cloud-Provider-Shell-2G,https://github.com/QualiSystems/VMware-vCenter-Cloud-Provider-Shell-2G,github,py|xml|yaml|,30,0,3,505,3
quantrancse_epub-translator,https://github.com/quantrancse/epub-translator,github,py|,79,1,14,709,15
QubitPi_peitho-data,https://github.com/QubitPi/peitho-data,github,json|py|,109,0,11,713,11
r-orellana_practicas-agiles-sonar,https://github.com/r-orellana/practicas-agiles-sonar,github,py|,44,0,5,484,5
rafaelsuzano_demopytest,https://github.com/rafaelsuzano/demopytest,github,py|,4,1,8,47,11
RahulGautamSingh_renovate,https://github.com/RahulGautamSingh/renovate,github,go|js|json|py|ruby|scala|swift|terraform|ts|web|xml|yaml|,21192,49,1160,198464,1209
raiyanyahya_freshenv,https://github.com/raiyanyahya/freshenv,github,py|yaml|,109,0,4,596,4
RasimAghayev_Docker-minify-Documentation,https://github.com/RasimAghayev/Docker-minify-Documentation,github,css|js|json|py|,5,0,7,357,7
shruthi-22_Content-aware-image-resizing,https://github.com/shruthi-22/Content-aware-image-resizing,github,py|,32,0,3,168,3
red-hat-data-services_ods-ci,https://github.com/red-hat-data-services/ods-ci,github,json|py|terraform|yaml|,360,4,39,4114,43
RedHatQE_openshift-python-wrapper,https://github.com/RedHatQE/openshift-python-wrapper,github,py|yaml|,911,0,29,5864,29
RedisLabsModules_readies,https://github.com/RedisLabsModules/readies,github,py|yaml|,473,1,65,1498,66
regiapriandi012_blog-amp-django,https://github.com/regiapriandi012/blog-amp-django,github,css|js|json|py|web|yaml|,44339,75,3726,227071,3804
remotesensinginfo_rsgislib,https://github.com/remotesensinginfo/rsgislib,github,json|py|,4947,2,2358,35506,2360
Renegade-Master_zomboid-dedicated-server,https://github.com/Renegade-Master/zomboid-dedicated-server,github,py|yaml|,13,0,2,42,2
researchdata-sheffield_dataviz-hub2,https://github.com/researchdata-sheffield/dataviz-hub2,github,css|js|json|py|web|,1400,0,32,17446,32
rewardenv_reward,https://github.com/rewardenv/reward,github,css|go|php|py|xml|yaml|,1190,0,62,7391,62
Rhinomcd_govee-lan-client,https://github.com/Rhinomcd/govee-lan-api,github,py|,29,0,0,177,0
Riverside-Healthcare_djLint,https://github.com/Riverside-Healthcare/djLint,github,css|js|json|py|yaml|,380,2,48,3011,50
Rogdham_bigxml,https://github.com/Rogdham/bigxml,github,py|,172,0,4,827,4
rohit3235_Automatic-Number-Plate-Detection,https://github.com/rohit3235/Automatic-Number-Plate-Detection,github,py|,3,0,0,31,0
ronalquichimbo_docker_microservices,https://github.com/ronalquichimbo/docker_microservices,github,json|kotlin|py|swift|web|xml|yaml|,48,7,7,465,14
rpecor_seltzeradvocate,https://github.com/rpecor/seltzeradvocate,github,css|py|web|yaml|,31,4,2,615,6
rpreen_xcsf,https://github.com/rpreen/xcsf,github,c|cpp|json|py|xml|,2490,0,2,17427,2
rtdip_core,https://github.com/rtdip/core,github,css|json|py|xml|yaml|,235,0,4,4173,4
hovedstyret_indok-web,https://github.com/hovedstyret/indok-web,github,js|json|py|ts|web|yaml|,2507,0,119,31901,119
runcitadel_core,https://github.com/runcitadel/core,github,json|py|yaml|,117,0,68,572,68
ryanmerolle_python-builder-image,https://github.com/ryanmerolle/python-builder-image,github,py|,1,0,0,8,0
ryanmerolle_ansible-runner,https://github.com/ryanmerolle/ansible-runner,github,py|yaml|,1398,2,127,8597,130
Ryder-Valiquette_DEPP,https://github.com/Ryder-Valiquette/DEPP,github,css|js|json|py|web|,28,0,5,337,5
rzashakeri_file_validator,https://github.com/rzashakeri/file_validator,github,py|,44,0,2,533,2
s-martin_RPi-Jukebox-RFID,https://github.com/s-martin/RPi-Jukebox-RFID,github,css|js|json|php|py|xml|yaml|,1667,161,2164,24262,2423
S2-group_android-runner,https://github.com/S2-group/android-runner,github,json|py|xml|,1826,0,220,9808,220
saby16_Damn-Vulnerable-Source-Code,https://github.com/saby16/Damn-Vulnerable-Source-Code,github,css|py|web|yaml|,12,6,0,189,6
sakura-editor_sakura,https://github.com/sakura-editor/sakura,github,c|cpp|cs|css|js|py|web|yaml|,28052,116,16007,167638,16123
saleweaver_python-amazon-sp-api,https://github.com/saleweaver/python-amazon-sp-api,github,py|,427,0,0,2256,0
samhopwell_arce-tutum,https://github.com/samhopwell/arce-tutum,github,py|,139,1,20,1366,21
SANGEETHA2000_cor_bot,https://github.com/SANGEETHA2000/cor_bot,github,json|py|,23,0,0,148,0
sartography_flask-bpmn,https://github.com/sartography/flask-bpmn,github,py|xml|yaml|,85,0,2,692,2
sartography_spiffworkflow-backend,https://github.com/sartography/spiffworkflow-backend,github,css|js|json|py|ruby|xml|yaml|,1199,1,126,18190,128
sartography_SpiffWorkflow,https://github.com/sartography/SpiffWorkflow,github,py|xml|,2604,0,165,12838,165
sashoto-piach_telerik-devops-2022,https://github.com/sashoto-piach/telerik-devops-2022,github,py|,6,0,3,21,3
make-all_tuya-local,https://github.com/make-all/tuya-local,github,json|py|yaml|,829,0,12,2807,12
scipion-em_scipion-pyworkflow,https://github.com/scipion-em/scipion-pyworkflow,github,py|,5626,0,305,21583,305
scipion-em_scipion-em-imod,https://github.com/scipion-em/scipion-em-imod,github,py|,760,0,49,6563,49
ScrappyCocco_HowLongToBeat-PythonAPI,https://github.com/ScrappyCocco/HowLongToBeat-PythonAPI,github,py|xml|yaml|,63,0,2,873,2
Screenly_screenly-ose,https://github.com/Screenly/screenly-ose,github,css|js|json|py|web|yaml|,1592,379,1603,24742,1982
sebiweise_Home-Assistant-Parcello,https://github.com/sebiweise/Home-Assistant-Parcello,github,json|py|,37,0,3,234,3
